year,subject,subj_code,prior_band,Astar,A,B,C,D,E,U
2022,Drama and Theatre Studies,5210,4-<5,0.23,4.42,23.22,39.18,24.24,7.47,1.25
2022,Drama and Theatre Studies,5210,5-<6,2.67,11.4,40.59,32.54,10.72,1.75,0.34
2022,Drama and Theatre Studies,5210,6-<7,9.64,26.73,42.26,17.85,3.0,0.36,0.16
2022,Drama and Theatre Studies,5210,7-<8,24.37,38.35,29.8,6.81,0.41,0.26,
2022,Drama and Theatre Studies,5210,8-<9,47.68,35.67,14.48,1.97,0.2,,
2022,Drama and Theatre Studies,5210,9>=,67.24,25.0,6.9,0.86,,,
2022,Drama and Theatre Studies,5210,Unknown prior,15.48,25.6,35.12,15.48,4.17,1.79,2.38
2022,Drama and Theatre Studies,5210,All,15.4,24.02,32.92,19.1,6.54,1.66,0.36
2022,Media/Film/Tv Studies,5350,1-<2,,,,100.0,,,
2022,Media/Film/Tv Studies,5350,2-<3,,,4.0,28.0,44.0,16.0,8.0
2022,Media/Film/Tv Studies,5350,3-<4,0.15,0.61,10.86,37.31,34.71,11.93,4.43
2022,Media/Film/Tv Studies,5350,4-<5,0.34,3.41,27.86,40.54,21.16,5.31,1.38
2022,Media/Film/Tv Studies,5350,5-<6,1.72,12.46,43.99,32.09,8.2,1.51,0.02
2022,Media/Film/Tv Studies,5350,6-<7,7.1,28.23,47.95,14.16,2.05,0.44,0.06
2022,Media/Film/Tv Studies,5350,7-<8,21.95,43.11,30.04,4.2,0.7,,
2022,Media/Film/Tv Studies,5350,8-<9,53.7,33.7,12.22,0.37,,,
2022,Media/Film/Tv Studies,5350,9>=,75.0,,,25.0,,,
2022,Media/Film/Tv Studies,5350,Unknown prior,8.44,18.18,37.01,20.78,11.69,1.95,1.95
2022,Media/Film/Tv Studies,5350,All,5.6,16.73,37.27,26.78,10.44,2.56,0.62
2022,Film Studies,5360,2-<3,,,,47.37,31.58,21.05,
2022,Film Studies,5360,3-<4,,0.65,13.68,38.44,30.94,10.1,6.19
2022,Film Studies,5360,4-<5,0.3,5.1,26.63,41.64,19.05,4.88,2.4
2022,Film Studies,5360,5-<6,2.25,12.49,47.83,28.63,6.38,1.45,0.97
2022,Film Studies,5360,6-<7,8.37,28.0,49.35,12.01,1.51,0.62,0.14
2022,Film Studies,5360,7-<8,24.24,38.72,32.32,3.96,0.76,,
2022,Film Studies,5360,8-<9,51.77,36.28,10.18,1.33,0.44,,
2022,Film Studies,5360,9>=,66.67,33.33,,,,,
2022,Film Studies,5360,Unknown prior,12.36,16.85,41.57,20.22,3.37,1.12,4.49
2022,Film Studies,5360,All,7.67,17.85,38.29,24.15,8.48,2.3,1.26
2022,French,5650,1-<2,,,,,100.0,,
2022,French,5650,2-<3,,,,100.0,,,
2022,French,5650,3-<4,,30.43,17.39,8.7,26.09,8.7,8.7
2022,French,5650,4-<5,2.35,6.57,17.84,27.23,23.0,18.31,4.69
2022,French,5650,5-<6,3.76,11.56,22.83,28.76,21.53,9.1,2.46
2022,French,5650,6-<7,5.83,19.93,26.53,27.29,15.76,3.82,0.83
2022,French,5650,7-<8,11.86,35.74,32.18,15.22,4.15,0.85,
2022,French,5650,8-<9,38.44,39.83,17.38,3.27,0.94,0.09,0.04
2022,French,5650,9>=,60.25,32.49,6.62,0.63,,,
2022,French,5650,Unknown prior,25.21,38.03,22.65,7.26,5.13,1.71,
2022,French,5650,All,20.42,30.53,23.59,14.67,7.66,2.55,0.59
2022,German,5670,3-<4,25.0,,,,25.0,25.0,25.0
2022,German,5670,4-<5,7.14,30.36,12.5,19.64,10.71,16.07,3.57
2022,German,5670,5-<6,5.08,14.72,21.32,21.32,26.4,10.66,0.51
2022,German,5670,6-<7,6.19,22.02,27.75,27.52,13.76,2.75,
2022,German,5670,7-<8,12.74,33.19,31.11,16.44,5.63,0.89,
2022,German,5670,8-<9,40.6,40.6,13.57,4.91,0.21,0.11,
2022,German,5670,9>=,71.54,22.76,4.07,0.81,0.81,,
2022,German,5670,Unknown prior,50.0,28.72,10.64,8.51,1.06,1.06,
2022,German,5670,All,25.51,31.77,20.71,13.45,6.39,2.02,0.16
2022,Italian,5690,2-<3,,100.0,,,,,
2022,Italian,5690,3-<4,42.86,25.0,14.29,14.29,,3.57,
2022,Italian,5690,4-<5,25.71,22.86,38.57,8.57,2.86,1.43,
2022,Italian,5690,5-<6,31.58,42.98,20.18,4.39,,0.88,
2022,Italian,5690,6-<7,48.21,29.46,14.29,8.04,,,
2022,Italian,5690,7-<8,68.48,21.74,7.61,2.17,,,
2022,Italian,5690,8-<9,81.36,16.95,1.69,,,,
2022,Italian,5690,9>=,88.89,11.11,,,,,
2022,Italian,5690,Unknown prior,62.79,30.23,6.98,,,,
2022,Italian,5690,All,50.38,28.41,15.34,4.92,0.38,0.57,
2022,Modern Greek,5710,1-<2,,,,,100.0,,
2022,Modern Greek,5710,2-<3,,100.0,,,,,
2022,Modern Greek,5710,4-<5,28.57,28.57,42.86,,,,
2022,Modern Greek,5710,5-<6,75.0,12.5,,,12.5,,
2022,Modern Greek,5710,6-<7,80.0,20.0,,,,,
2022,Modern Greek,5710,7-<8,100.0,,,,,,
2022,Modern Greek,5710,Unknown prior,100.0,,,,,,
2022,Modern Greek,5710,All,60.0,20.0,12.0,,8.0,,
2022,Portuguese,5730,2-<3,,,,,,,100.0
2022,Portuguese,5730,3-<4,,,20.0,20.0,40.0,,20.0
2022,Portuguese,5730,4-<5,9.38,15.62,34.38,25.0,12.5,3.12,
2022,Portuguese,5730,5-<6,9.09,38.64,25.0,15.91,9.09,2.27,
2022,Portuguese,5730,6-<7,32.35,35.29,14.71,5.88,2.94,8.82,
2022,Portuguese,5730,7-<8,44.83,37.93,13.79,,,,3.45
2022,Portuguese,5730,8-<9,66.67,33.33,,,,,
2022,Portuguese,5730,Unknown prior,30.0,30.0,20.0,10.0,10.0,,
2022,Portuguese,5730,All,24.85,30.77,20.12,11.24,7.1,2.96,2.96
2022,Spanish,5750,2-<3,,50.0,,25.0,25.0,,
2022,Spanish,5750,3-<4,7.55,15.09,26.42,26.42,15.09,5.66,3.77
2022,Spanish,5750,4-<5,8.62,21.26,25.0,18.1,14.37,9.48,3.16
2022,Spanish,5750,5-<6,7.66,14.87,24.22,24.04,18.97,8.82,1.42
2022,Spanish,5750,6-<7,9.9,20.97,29.91,23.92,11.88,2.94,0.48
2022,Spanish,5750,7-<8,17.36,34.99,28.8,14.35,3.58,0.79,0.13
2022,Spanish,5750,8-<9,44.36,35.38,15.82,3.54,0.8,0.1,
2022,Spanish,5750,9>=,68.79,26.6,4.26,,0.35,,
2022,Spanish,5750,Unknown prior,37.5,34.58,16.67,6.67,2.08,2.08,0.42
2022,Spanish,5750,All,22.84,28.14,23.87,14.74,7.28,2.62,0.51
2022,Arabic,5910,1-<2,,,,,,100.0,
2022,Arabic,5910,2-<3,33.33,,33.33,33.33,,,
2022,Arabic,5910,3-<4,20.0,26.67,6.67,,20.0,13.33,13.33
2022,Arabic,5910,4-<5,20.37,29.63,7.41,14.81,14.81,5.56,7.41
2022,Arabic,5910,5-<6,21.43,23.21,21.43,12.5,14.29,5.36,1.79
2022,Arabic,5910,6-<7,40.35,14.04,8.77,19.3,15.79,,1.75
2022,Arabic,5910,7-<8,34.09,18.18,11.36,29.55,4.55,2.27,
2022,Arabic,5910,8-<9,42.86,33.33,9.52,,9.52,4.76,
2022,Arabic,5910,9>=,50.0,50.0,,,,,
2022,Arabic,5910,Unknown prior,42.86,28.57,14.29,,14.29,,
2022,Arabic,5910,All,30.48,23.05,11.9,14.87,12.64,4.09,2.97
2022,Chinese,5950,<1,,,100.0,,,,
2022,Chinese,5950,1-<2,,,,100.0,,,
2022,Chinese,5950,2-<3,25.0,,50.0,,25.0,,
2022,Chinese,5950,3-<4,,62.5,37.5,,,,
2022,Chinese,5950,4-<5,18.18,27.27,43.18,6.82,2.27,2.27,
2022,Chinese,5950,5-<6,21.31,39.34,27.87,3.28,6.56,1.64,
2022,Chinese,5950,6-<7,36.56,34.41,19.35,7.53,2.15,,
2022,Chinese,5950,7-<8,50.53,32.63,13.68,1.05,1.05,1.05,
2022,Chinese,5950,8-<9,70.59,17.65,5.88,5.88,,,
2022,Chinese,5950,9>=,22.22,33.33,33.33,11.11,,,
2022,Chinese,5950,Unknown prior,38.78,35.37,23.47,1.7,0.34,0.34,
2022,Chinese,5950,All,37.89,33.7,22.83,3.42,1.55,0.62,
2022,Japanese,6010,3-<4,,50.0,,50.0,,,
2022,Japanese,6010,4-<5,,100.0,,,,,
2022,Japanese,6010,5-<6,,75.0,,25.0,,,
2022,Japanese,6010,6-<7,31.25,18.75,18.75,12.5,18.75,,
2022,Japanese,6010,7-<8,33.33,16.67,16.67,16.67,16.67,,
2022,Japanese,6010,8-<9,23.08,38.46,15.38,15.38,,7.69,
2022,Japanese,6010,9>=,,100.0,,,,,
2022,Japanese,6010,Unknown prior,41.18,52.94,,,,5.88,
2022,Japanese,6010,All,27.14,41.43,10.0,11.43,7.14,2.86,
2022,Modern Hebrew,6030,4-<5,100.0,,,,,,
2022,Modern Hebrew,6030,5-<6,25.0,25.0,50.0,,,,
2022,Modern Hebrew,6030,6-<7,33.33,66.67,,,,,
2022,Modern Hebrew,6030,7-<8,100.0,,,,,,
2022,Modern Hebrew,6030,8-<9,75.0,,25.0,,,,
2022,Modern Hebrew,6030,All,55.56,27.78,16.67,,,,
2022,Punjabi,6050,3-<4,,,,50.0,,50.0,
2022,Punjabi,6050,4-<5,53.85,23.08,7.69,,,15.38,
2022,Punjabi,6050,5-<6,23.53,35.29,17.65,11.76,5.88,,5.88
2022,Punjabi,6050,6-<7,18.18,45.45,9.09,9.09,9.09,,9.09
2022,Punjabi,6050,7-<8,33.33,44.44,,11.11,11.11,,
2022,Punjabi,6050,8-<9,,100.0,,,,,
2022,Punjabi,6050,All,30.19,35.85,9.43,9.43,5.66,5.66,3.77
2022,Polish,6070,3-<4,,14.29,,28.57,28.57,14.29,14.29
2022,Polish,6070,4-<5,5.0,35.0,50.0,10.0,,,
2022,Polish,6070,5-<6,15.79,46.05,25.0,10.53,1.32,1.32,
2022,Polish,6070,6-<7,37.5,38.75,17.5,2.5,3.75,,
2022,Polish,6070,7-<8,38.89,47.22,8.33,,2.78,2.78,
2022,Polish,6070,8-<9,66.67,33.33,,,,,
2022,Polish,6070,Unknown prior,83.33,11.11,5.56,,,,
2022,Polish,6070,All,30.91,38.55,20.73,5.82,2.55,1.09,0.36
2022,Russian,6090,2-<3,50.0,50.0,,,,,
2022,Russian,6090,3-<4,60.0,20.0,20.0,,,,
2022,Russian,6090,4-<5,26.32,52.63,15.79,,,,5.26
2022,Russian,6090,5-<6,53.33,22.22,20.0,2.22,2.22,,
2022,Russian,6090,6-<7,54.69,31.25,10.94,3.12,,,
2022,Russian,6090,7-<8,50.0,38.46,8.97,2.56,,,
2022,Russian,6090,8-<9,56.58,38.16,5.26,,,,
2022,Russian,6090,9>=,70.0,30.0,,,,,
2022,Russian,6090,Unknown prior,68.75,28.12,3.12,,,,
2022,Russian,6090,All,56.79,33.09,8.4,1.23,0.25,,0.25
2022,Turkish,6110,1-<2,,,,,50.0,50.0,
2022,Turkish,6110,2-<3,,,50.0,25.0,,,25.0
2022,Turkish,6110,3-<4,5.26,26.32,36.84,21.05,10.53,,
2022,Turkish,6110,4-<5,12.9,29.03,30.65,16.13,3.23,1.61,6.45
2022,Turkish,6110,5-<6,13.92,43.04,29.11,10.13,2.53,1.27,
2022,Turkish,6110,6-<7,38.89,33.33,24.07,3.7,,,
2022,Turkish,6110,7-<8,42.31,42.31,7.69,3.85,3.85,,
2022,Turkish,6110,8-<9,50.0,12.5,25.0,,,12.5,
2022,Turkish,6110,Unknown prior,58.33,41.67,,,,,
2022,Turkish,6110,All,23.68,34.59,25.56,9.77,3.01,1.5,1.88
2022,Urdu,6130,1-<2,,,100.0,,,,
2022,Urdu,6130,2-<3,,100.0,,,,,
2022,Urdu,6130,3-<4,,100.0,,,,,
2022,Urdu,6130,4-<5,13.64,31.82,36.36,13.64,,,4.55
2022,Urdu,6130,5-<6,20.83,58.33,20.83,,,,
2022,Urdu,6130,6-<7,44.44,33.33,11.11,11.11,,,
2022,Urdu,6130,7-<8,33.33,46.67,20.0,,,,
2022,Urdu,6130,8-<9,50.0,,50.0,,,,
2022,Urdu,6130,Unknown prior,75.0,,,25.0,,,
2022,Urdu,6130,All,27.78,42.22,22.22,6.67,,,1.11
2022,Persian,6150,2-<3,100.0,,,,,,
2022,Persian,6150,3-<4,,33.33,33.33,,,33.33,
2022,Persian,6150,4-<5,71.43,14.29,,,14.29,,
2022,Persian,6150,5-<6,66.67,8.33,8.33,,,8.33,8.33
2022,Persian,6150,6-<7,62.5,25.0,12.5,,,,
2022,Persian,6150,7-<8,100.0,,,,,,
2022,Persian,6150,8-<9,66.67,33.33,,,,,
2022,Persian,6150,9>=,100.0,,,,,,
2022,Persian,6150,Unknown prior,83.33,16.67,,,,,
2022,Persian,6150,All,70.0,16.0,6.0,,2.0,4.0,2.0
2022,Ancient History,6510,2-<3,,,,,100.0,,
2022,Ancient History,6510,3-<4,,,,37.5,50.0,,12.5
2022,Ancient History,6510,4-<5,,,28.3,35.85,24.53,9.43,1.89
2022,Ancient History,6510,5-<6,0.62,7.41,39.51,35.8,9.88,6.79,
2022,Ancient History,6510,6-<7,5.2,21.97,41.62,23.7,6.36,1.16,
2022,Ancient History,6510,7-<8,13.87,36.5,40.88,8.03,0.73,,
2022,Ancient History,6510,8-<9,28.41,47.73,20.45,2.27,1.14,,
2022,Ancient History,6510,9>=,47.37,31.58,21.05,,,,
2022,Ancient History,6510,Unknown prior,33.33,16.67,16.67,16.67,16.67,,
2022,Ancient History,6510,All,10.05,23.03,35.55,20.87,7.42,2.78,0.31
2022,Classical Civilisation,6530,1-<2,,,100.0,,,,
2022,Classical Civilisation,6530,3-<4,,7.14,10.71,21.43,28.57,17.86,14.29
2022,Classical Civilisation,6530,4-<5,,3.73,19.25,27.33,29.19,15.53,4.97
2022,Classical Civilisation,6530,5-<6,0.64,8.92,34.39,37.58,14.65,3.61,0.21
2022,Classical Civilisation,6530,6-<7,4.59,22.52,41.78,23.7,6.37,0.89,0.15
2022,Classical Civilisation,6530,7-<8,18.25,40.55,32.59,6.91,1.3,0.39,
2022,Classical Civilisation,6530,8-<9,48.43,37.71,13.31,0.55,,,
2022,Classical Civilisation,6530,9>=,60.71,37.5,1.79,,,,
2022,Classical Civilisation,6530,Unknown prior,14.81,35.19,31.48,14.81,1.85,,1.85
2022,Classical Civilisation,6530,All,17.36,27.49,29.74,16.38,6.46,2.03,0.54
2022,Classical Greek,6550,6-<7,20.0,60.0,20.0,,,,
2022,Classical Greek,6550,7-<8,7.69,46.15,30.77,15.38,,,
2022,Classical Greek,6550,8-<9,57.02,38.6,4.39,,,,
2022,Classical Greek,6550,9>=,81.13,16.98,1.89,,,,
2022,Classical Greek,6550,Unknown prior,,100.0,,,,,
2022,Classical Greek,6550,All,58.82,34.22,5.88,1.07,,,
2022,Latin,6610,5-<6,,,,50.0,,25.0,25.0
2022,Latin,6610,6-<7,8.89,15.56,24.44,24.44,15.56,11.11,
2022,Latin,6610,7-<8,14.72,39.26,23.93,14.11,6.75,1.23,
2022,Latin,6610,8-<9,55.88,33.39,6.92,2.6,0.87,0.17,0.17
2022,Latin,6610,9>=,74.77,20.18,3.67,1.38,,,
2022,Latin,6610,Unknown prior,50.0,33.33,8.33,8.33,,,
2022,Latin,6610,All,50.98,30.59,9.71,5.39,2.25,0.88,0.2
2022,Other Classical Languages,6650,5-<6,,33.33,33.33,,33.33,,
2022,Other Classical Languages,6650,6-<7,,66.67,33.33,,,,
2022,Other Classical Languages,6650,7-<8,,66.67,33.33,,,,
2022,Other Classical Languages,6650,8-<9,85.71,14.29,,,,,
2022,Other Classical Languages,6650,9>=,100.0,,,,,,
2022,Other Classical Languages,6650,All,41.18,35.29,17.65,,5.88,,
2022,Music,7010,3-<4,,,12.5,25.0,37.5,6.25,18.75
2022,Music,7010,4-<5,,2.96,17.16,29.59,30.18,15.98,4.14
2022,Music,7010,5-<6,2.01,12.25,22.49,33.94,19.08,7.83,2.41
2022,Music,7010,6-<7,6.36,21.82,31.31,25.15,12.02,2.63,0.71
2022,Music,7010,7-<8,17.13,35.33,29.53,12.76,4.37,0.8,0.09
2022,Music,7010,8-<9,46.77,35.58,13.21,4.03,0.3,0.1,
2022,Music,7010,9>=,69.74,19.74,7.89,2.63,,,
2022,Music,7010,Unknown prior,25.25,29.29,20.2,11.11,6.06,6.06,2.02
2022,Music,7010,All,20.37,27.14,23.76,16.86,8.31,2.75,0.81
2022,Music Technology,7040,1-<2,,,,,100.0,,
2022,Music Technology,7040,2-<3,,,,,,100.0,
2022,Music Technology,7040,3-<4,,4.55,9.09,18.18,27.27,31.82,9.09
2022,Music Technology,7040,4-<5,1.5,5.26,12.78,26.32,30.83,19.55,3.76
2022,Music Technology,7040,5-<6,2.28,13.03,28.34,28.99,18.57,5.86,2.93
2022,Music Technology,7040,6-<7,7.42,22.25,35.29,20.46,11.25,3.32,
2022,Music Technology,7040,7-<8,16.45,30.74,38.96,10.39,2.16,1.3,
2022,Music Technology,7040,8-<9,38.95,33.68,23.16,4.21,,,
2022,Music Technology,7040,9>=,14.29,57.14,14.29,14.29,,,
2022,Music Technology,7040,Unknown prior,7.41,14.81,25.93,37.04,7.41,7.41,
2022,Music Technology,7040,All,9.53,20.21,29.91,20.3,12.9,5.83,1.31
2022,Physical Education / Sports Studies,7210,2-<3,,100.0,,,,,
2022,Physical Education / Sports Studies,7210,3-<4,1.52,,4.55,10.61,25.76,36.36,21.21
2022,Physical Education / Sports Studies,7210,4-<5,0.56,1.22,9.8,25.95,29.96,24.05,8.46
2022,Physical Education / Sports Studies,7210,5-<6,1.36,7.22,23.88,32.18,24.19,9.04,2.13
2022,Physical Education / Sports Studies,7210,6-<7,8.02,20.4,34.76,24.46,9.98,2.11,0.27
2022,Physical Education / Sports Studies,7210,7-<8,25.69,35.25,25.65,11.01,1.89,0.43,0.08
2022,Physical Education / Sports Studies,7210,8-<9,57.05,29.24,9.66,3.66,0.26,0.13,
2022,Physical Education / Sports Studies,7210,9>=,69.05,23.81,4.76,2.38,,,
2022,Physical Education / Sports Studies,7210,Unknown prior,13.55,14.84,24.52,25.81,9.68,8.39,3.23
2022,Physical Education / Sports Studies,7210,All,12.85,18.93,25.89,22.31,13.07,5.45,1.5
2022,Dance,7230,2-<3,,,,,100.0,,
2022,Dance,7230,3-<4,,,19.05,61.9,19.05,,
2022,Dance,7230,4-<5,0.71,12.77,29.08,35.46,16.31,3.55,2.13
2022,Dance,7230,5-<6,6.39,22.68,37.38,26.52,5.75,1.28,
2022,Dance,7230,6-<7,15.08,34.08,37.43,11.45,1.96,,
2022,Dance,7230,7-<8,43.46,28.97,22.9,4.67,,,
2022,Dance,7230,8-<9,58.9,32.88,5.48,2.74,,,
2022,Dance,7230,9>=,100.0,,,,,,
2022,Dance,7230,Unknown prior,27.27,27.27,18.18,18.18,9.09,,
2022,Dance,7230,All,19.05,26.46,30.95,17.72,4.76,0.79,0.26
2022,Accounting / Finance,7410,2-<3,,,,,100.0,,
2022,Accounting / Finance,7410,3-<4,,,3.45,13.79,27.59,37.93,17.24
2022,Accounting / Finance,7410,4-<5,,1.87,13.11,24.34,27.34,21.72,11.61
2022,Accounting / Finance,7410,5-<6,1.73,6.91,20.14,29.21,24.89,13.81,3.31
2022,Accounting / Finance,7410,6-<7,4.21,17.13,28.74,28.74,15.67,4.79,0.73
2022,Accounting / Finance,7410,7-<8,16.57,32.58,28.65,15.17,5.34,1.4,0.28
2022,Accounting / Finance,7410,8-<9,35.87,43.48,13.04,5.43,2.17,,
2022,Accounting / Finance,7410,9>=,,50.0,50.0,,,,
2022,Accounting / Finance,7410,Unknown prior,14.29,22.86,8.57,14.29,20.0,17.14,2.86
2022,Accounting / Finance,7410,All,6.37,15.51,22.71,24.65,18.05,9.65,3.05
2022,Design and Technology (Textiles Technology),9050,3-<4,,,,20.0,40.0,30.0,10.0
2022,Design and Technology (Textiles Technology),9050,4-<5,,1.85,12.96,44.44,24.07,11.11,5.56
2022,Design and Technology (Textiles Technology),9050,5-<6,0.63,11.39,34.81,34.81,13.92,3.8,0.63
2022,Design and Technology (Textiles Technology),9050,6-<7,7.43,25.0,37.16,23.65,4.73,2.03,
2022,Design and Technology (Textiles Technology),9050,7-<8,24.53,27.36,38.68,8.49,0.94,,
2022,Design and Technology (Textiles Technology),9050,8-<9,65.12,30.23,4.65,,,,
2022,Design and Technology (Textiles Technology),9050,9>=,33.33,66.67,,,,,
2022,Design and Technology (Textiles Technology),9050,Unknown prior,16.67,16.67,50.0,,16.67,,
2022,Design and Technology (Textiles Technology),9050,All,12.88,19.13,30.87,23.67,9.09,3.41,0.95
2022,Design and Technology (Engineering),9070,3-<4,,,,16.67,33.33,16.67,33.33
2022,Design and Technology (Engineering),9070,4-<5,,1.59,7.94,31.75,33.33,25.4,
2022,Design and Technology (Engineering),9070,5-<6,2.68,8.72,28.86,28.19,22.82,6.71,2.01
2022,Design and Technology (Engineering),9070,6-<7,6.41,23.08,32.05,25.64,11.54,1.28,
2022,Design and Technology (Engineering),9070,7-<8,25.96,43.27,23.08,6.73,0.96,,
2022,Design and Technology (Engineering),9070,8-<9,64.52,25.81,8.06,1.61,,,
2022,Design and Technology (Engineering),9070,9>=,75.0,25.0,,,,,
2022,Design and Technology (Engineering),9070,Unknown prior,25.0,,,25.0,25.0,,25.0
2022,Design and Technology (Engineering),9070,All,16.37,20.5,22.84,20.14,13.85,5.22,1.08
2022,Design and Technology (Product Design),9080,<1,,,100.0,,,,
2022,Design and Technology (Product Design),9080,1-<2,,,,,,,100.0
2022,Design and Technology (Product Design),9080,2-<3,,,,16.67,33.33,25.0,25.0
2022,Design and Technology (Product Design),9080,3-<4,0.43,0.85,4.7,18.38,32.48,24.36,18.8
2022,Design and Technology (Product Design),9080,4-<5,0.23,2.76,13.82,34.25,30.49,13.29,5.15
2022,Design and Technology (Product Design),9080,5-<6,1.22,9.49,30.04,36.04,17.51,4.74,0.97
2022,Design and Technology (Product Design),9080,6-<7,8.75,24.68,37.27,21.64,6.31,1.13,0.22
2022,Design and Technology (Product Design),9080,7-<8,29.99,35.81,25.76,7.5,0.87,0.07,
2022,Design and Technology (Product Design),9080,8-<9,63.59,24.33,10.07,1.68,0.17,0.17,
2022,Design and Technology (Product Design),9080,9>=,76.0,12.0,8.0,2.0,2.0,,
2022,Design and Technology (Product Design),9080,Unknown prior,15.25,12.71,27.12,22.03,13.56,5.93,3.39
2022,Design and Technology (Product Design),9080,All,12.8,17.71,26.49,23.86,12.83,4.56,1.75
2023,Biology,1010,<1,,,100.0,,,,
2023,Biology,1010,1-<2,,100.0,,,,,
2023,Biology,1010,2-<3,,12.5,,12.5,,12.5,62.5
2023,Biology,1010,3-<4,,,3.66,3.66,14.63,21.95,56.1
2023,Biology,1010,4-<5,0.09,0.54,3.04,6.8,20.48,34.17,34.88
2023,Biology,1010,5-<6,0.14,1.31,5.69,16.62,28.19,32.66,15.39
2023,Biology,1010,6-<7,0.4,4.64,15.63,26.31,29.09,18.56,5.36
2023,Biology,1010,7-<8,2.67,17.34,31.07,26.67,15.84,5.51,0.9
2023,Biology,1010,8-<9,23.06,37.88,24.97,10.13,3.29,0.57,0.09
2023,Biology,1010,9>=,56.11,29.39,11.21,2.47,0.51,0.2,0.1
2023,Biology,1010,Unknown prior,12.77,20.43,21.82,17.63,13.07,9.42,4.86
2023,Biology,1010,All,9.03,18.0,21.55,19.82,16.71,10.81,4.08
2023,Chemistry,1110,<1,,,,100.0,,,
2023,Chemistry,1110,1-<2,50.0,,50.0,,,,
2023,Chemistry,1110,2-<3,,20.0,,,,20.0,60.0
2023,Chemistry,1110,3-<4,,3.23,4.84,4.84,32.26,24.19,30.65
2023,Chemistry,1110,4-<5,,1.4,5.17,9.51,22.94,29.65,31.33
2023,Chemistry,1110,5-<6,0.22,2.37,7.75,15.99,25.72,31.05,16.91
2023,Chemistry,1110,6-<7,0.5,5.9,16.05,23.68,26.45,20.39,7.03
2023,Chemistry,1110,7-<8,2.5,18.27,28.06,24.54,16.96,7.95,1.72
2023,Chemistry,1110,8-<9,18.04,39.69,24.99,11.29,4.51,1.3,0.2
2023,Chemistry,1110,9>=,43.44,40.11,11.54,3.45,1.15,0.23,0.08
2023,Chemistry,1110,Unknown prior,17.11,26.09,20.41,15.75,9.95,7.73,2.96
2023,Chemistry,1110,All,9.51,22.79,21.74,17.79,14.47,9.88,3.81
2023,Physics,1210,<1,,,,,,100.0,
2023,Physics,1210,1-<2,50.0,,,,,,50.0
2023,Physics,1210,2-<3,,,,,,,100.0
2023,Physics,1210,3-<4,3.64,3.64,5.45,5.45,18.18,29.09,34.55
2023,Physics,1210,4-<5,0.2,0.98,3.34,6.88,20.04,34.38,34.18
2023,Physics,1210,5-<6,0.2,1.49,6.34,16.03,25.38,32.22,18.35
2023,Physics,1210,6-<7,0.65,6.39,15.51,23.33,27.06,19.91,7.16
2023,Physics,1210,7-<8,4.57,19.35,25.92,24.41,16.9,7.23,1.62
2023,Physics,1210,8-<9,24.14,36.68,22.18,10.92,4.63,1.19,0.25
2023,Physics,1210,9>=,49.38,33.84,11.98,3.41,0.94,0.44,
2023,Physics,1210,Unknown prior,16.32,24.56,19.41,16.03,11.4,9.19,3.09
2023,Physics,1210,All,11.4,20.58,19.56,17.91,15.41,10.69,4.46
2023,Electronics,1730,3-<4,,,,,,100.0,
2023,Electronics,1730,4-<5,,2.38,,21.43,35.71,23.81,16.67
2023,Electronics,1730,5-<6,1.48,8.89,19.26,25.93,25.93,14.07,4.44
2023,Electronics,1730,6-<7,8.86,27.22,22.15,22.15,10.13,5.7,3.8
2023,Electronics,1730,7-<8,17.14,39.05,21.9,15.24,0.95,2.86,2.86
2023,Electronics,1730,8-<9,68.67,22.89,8.43,,,,
2023,Electronics,1730,9>=,100.0,,,,,,
2023,Electronics,1730,Unknown prior,,45.45,18.18,,36.36,,
2023,Electronics,1730,All,18.2,22.24,17.1,17.46,13.05,7.9,4.04
2023,Environmental Science,1750,3-<4,,,,,14.29,57.14,28.57
2023,Environmental Science,1750,4-<5,,,0.73,12.41,31.39,26.28,29.2
2023,Environmental Science,1750,5-<6,0.25,1.48,8.15,27.41,31.11,22.72,8.89
2023,Environmental Science,1750,6-<7,0.77,5.58,22.88,33.85,24.81,10.58,1.54
2023,Environmental Science,1750,7-<8,4.4,17.89,31.67,29.33,13.2,2.93,0.59
2023,Environmental Science,1750,8-<9,31.47,36.36,25.17,4.2,2.1,0.7,
2023,Environmental Science,1750,9>=,33.33,,,,66.67,,
2023,Environmental Science,1750,Unknown prior,6.9,6.9,27.59,17.24,24.14,6.9,10.34
2023,Environmental Science,1750,All,4.29,9.46,19.24,26.18,22.46,12.62,5.74
2023,Geology,1770,2-<3,,,100.0,,,,
2023,Geology,1770,3-<4,,,,,,50.0,50.0
2023,Geology,1770,4-<5,1.54,,1.54,20.0,35.38,33.85,7.69
2023,Geology,1770,5-<6,,2.76,15.47,27.07,35.36,13.26,6.08
2023,Geology,1770,6-<7,2.68,9.96,29.89,29.89,19.92,6.51,1.15
2023,Geology,1770,7-<8,11.84,24.56,34.21,21.05,7.89,0.44,
2023,Geology,1770,8-<9,34.82,47.32,16.07,0.89,0.89,,
2023,Geology,1770,9>=,80.0,20.0,,,,,
2023,Geology,1770,Unknown prior,7.14,14.29,14.29,28.57,28.57,7.14,
2023,Geology,1770,All,9.47,16.44,23.52,22.03,18.49,7.65,2.4
2023,Mathematics,2210,<1,,,100.0,,,,
2023,Mathematics,2210,1-<2,33.33,,,,,66.67,
